"uniquekeys","statelgafac","statecodes","lgacodes","distrcodes","facnames","addresss","questnums","reasons","designats","designats_2","ifotherspe","gender","age","educations","whoemploye","n15other","gradelevel","curgrade","primaryhea","workfacs","previously","indigene","farawayfac","time","time_2","gettowork","n116oth","havespouse","living","howfar","pays","n211oth","monthsal","months","salarylate","healthcare","medicines","schooling","housing","food","supplement","agric","petty","clinic","home","sellmed","other","n217oth","week","services","health","vacntime","vacnday","vacwdecide","arintime","arinday","ariwdecide","diatime","dianday","diawdecide","malntime","malnday","malwdecide","nutntime","nutnday","nutwdecide","matntime","matnday","matwdecide","fpntime","fpnday","fpwdecided","drugntime","drugnday","drugwdecid","stintime","stinday","stiwdecide","othntime","othnday","othwdecide","n221oth","days","outp","deliveries","inp","imm","antenatals","family","educa","inspection","laborators","admin","nonhealth","equipment","staffass","strike","strikelast","criterion","peoplelivi","house","bicycle","motorbike","car","boat","toilet","n314oth","purpose","times","discussed","referred","seeing","training","consider","attend","worker","diagnosis","tell","adjust","send","staffmeets","advice","whatother","n4111oth","notapplic","opinion","opinion_2","n4112oth","engaging","engaging_2","engaging_3","n4113oth","recstatus","salnopay"
130,10802,1,8,"OLLE/OKE OFIN WARD",2,"PHC, OLLE, KABBA/BUNU",3,1.79769313486232e+308,6,6,"",2,35,3,2,"",2,6,10,4,1,1,0,0.0500000007450581,0.0833333358168602,1,"",1,1,1.79769313486232e+308,3,"",9820,6,6,2,2,2,2,2,1,1,1,2,1,2,2,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,7,2,2,2,2,2,1,1.79769313486232e+308,1,0,0,0,2,1,1,3,0,2,1,1,2,1,1,2,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,6
131,10803,1,8,"OKEBUKUN/ODO APE",3,"P.O. BOX 28 OKEBUKUN",4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"H/ATTENDAN",2,35,1,2,"",2,3,10,5,0,1,0,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",10000,7,4,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,2,1,2,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,5,2,2,2,2,2,1,1.79769313486232e+308,1,20,20,0,2,2,2,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,5
132,10803,1,8,"OKEBUKUN/ODO APE",3,"P.O.. BOX 22, OKEBUKUN",5,1.79769313486232e+308,12,8,"H/ATTENDAN",2,28,2,2,"",1,1,0,0,0,1,1,0.150000005960464,0.25,1,"",1,2,15,3,"",70000,3,3,1,2,1,2,2,1,1,1,2,2,2,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6,1,2,1,2,2,2,2,2,2,1,2,2,1,1,0,3,7,3,2,2,2,2,1,1.79769313486232e+308,1,0,0,2,2,1,2,10,0,4,2,1,2,1,1,2,"",2,1,1,"",3,3,2,"",1,9
133,10804,1,8,"OJU EGUNGBE",4,"KABBA BUNU LGA",6,1.79769313486232e+308,5,5,"",1,40,3,2,"",3,12,24,1,2,2,2,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,3,"",36000,6,6,2,2,2,1,2,1,1,2,2,2,2,1.79769313486232e+308,"",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,2,1,1,2,2,2,2,2,1,1,0,1,8,3,2,1,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1,2,0,2,2,1,2,0,3,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"BEING PROUD",3,3,2,"",1,6
134,10805,1,8,"KABBA DISTRICT",5,"FSP CLINIC KABBA",7,1.79769313486232e+308,5,5,"",2,49,3,2,"",2,13,25,3,0,1,0,0.200000002980232,0.333333343267441,1,"",1,1,1.79769313486232e+308,3,"",32000,6,6,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",0,2,2,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,2,2,1,1,2,2,2,2,1,1.79769313486232e+308,0,3,7,2,2,1,2,2,2,1.79769313486232e+308,1,2,2,1,2,1,2,20,6,3,1,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"NOT STRELIZING",3,3,2,"",1,6
135,10805,1,8,"KABBA DISTRICT",5,"FSP CLINIC AYINLE KABBA",8,1.79769313486232e+308,5,5,"",2,40,3,2,"",5,8,12,2,1,1,0,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",20000,7,0,2,2,2,2,2,1,2,2,2,1,2,2,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,"N.D. TRAINING",6,1,2,2,2,2,2,1,1,2,2,2,2,1,1,3,2,20,4,1,1,2,2,2,1.79769313486232e+308,1,3,1,1,2,1,1,1,1,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,"",1.79769313486232e+308,6,6,"ABSENTISM",3,3,2,"",1,5
136,10805,1,8,"KABBA DISTRICT",5,"FSP KABBA KOGI",9,1.79769313486232e+308,2,2,"",1,40,3,1,"",5,14,20,6,2,1,3,0.150000005960464,0.25,5,"",1,1,1.79769313486232e+308,1.79769313486232e+308,"",30000,7,7,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,2,0,3,9,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,1,1,1,1,2,1,1,2,1,1,0,3,6,3,1,2,1,2,2,1.79769313486232e+308,1,0,2,2,2,2,2,3,1,3,1,1,2,1,2,2,"",1.79769313486232e+308,6,6,"ABSENTISM FROM WORK",3,3,2,"",1,5
137,10806,1,8,"KABBA",6,"FEHINTIOLUWA QTRS.",10,1.79769313486232e+308,6,6,"",2,25,2,2,"",3,4,5,5,0,1,0,0.0500000007450581,0.0833333358168602,1,"",1,1.79769313486232e+308,1.79769313486232e+308,3,"",80000,7,7,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1.79769313486232e+308,1,7,6,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,0,2,1,1,10,0,1.79769313486232e+308,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,5
138,10807,1,8,"KABBA DISTICT",7,"KABBA/BUNNU DISPENSARY",11,1.79769313486232e+308,5,5,"",2,45,3,1,"",5,13,17,7,4,2,2,0.0500000007450581,0.0833333358168602,3,"",1,1,1.79769313486232e+308,3,"",36000,6,6,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,4,12,3,2,4,3,3,4,3,0,0,0,2,4,3,0,0,0,2,4,3,1,1,3,0,0,0,0,0,0,"",5,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,3,4,6,2,2,1,2,3,1.79769313486232e+308,1,2,4,2,1,2,1,3,0,5,1,1,2,2,2,1,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,6
139,10807,1,8,"KABBA H DISTRICT",7,"DISP ODO OFIN KABBA",12,1.79769313486232e+308,5,5,"",1,57,3,2,"",1,13,31,3,0,2,0,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",41000,7,0,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,3,8,2,2,1,2,2,2,1.79769313486232e+308,1,1,2,1,2,4,1,30,0,2,2,1,2,1,1,2,"",2,1,1,"",3,3,2,"",1,5
140,10807,1,8,"KEBBA-BUNUN",7,"ODO DOFIN DISP LGA",13,1.79769313486232e+308,9,8,"",2,55,3,1,"",4,13,10,10,6,1,2,0.100000001490116,0.16666667163372,3,"",1,1,1.79769313486232e+308,3,"",36000,7,0,2,2,2,2,1.79769313486232e+308,1,1,2,2,2,2,2,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,"NID TRAINING",5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,6,2,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,0,0,0,2,6,1,0,0,1.79769313486232e+308,1,1,2,1,1,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",4,4,2,"",1,5
141,10808,1,8,"KABBA BUNUN",8,"OKE DAY",14,1.79769313486232e+308,12,8,"H/ATTENDAN",2,30,2,2,"",3,4,4,3,0,1,6,0.300000011920929,0.5,4,"",1,1,1.79769313486232e+308,3,"",10000,6,4,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,0,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,3,3,2,2,2,2,2,2,1.79769313486232e+308,1,2,2,2,2,1,1,0,1.79769313486232e+308,5,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,6
142,10809,1,8,"EGBEDA/OKE OJA",9,"KAKUN VIA  KABBA",15,1.79769313486232e+308,5,5,"",2,50,3,1,"",3,10,18,6,1,1,0,0,0,1,"",1,1.79769313486232e+308,1.79769313486232e+308,3,"",28000,4,4,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,2,6,2,2,2,2,2,1,1.79769313486232e+308,1,0,0,0,2,2,1,2,0,3,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,6,7,"NEGLECTING PATIENT",3,3,2,"",1,8
143,10801,1,8,"KIBI DISTRICT",1,"AKUTUPA KABBA /BUNU LGA",16,1.79769313486232e+308,5,5,"",1,37,3,2,"",4,8,7,1,1,2,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,3,"",16000,6,4,2,2,2,2,2,1,1,2,2,2,2,2,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,3,2,2,1,2,2,3,1.79769313486232e+308,1,0,0,2,2,1,1,6,0,2,2,1,2,2,1,2,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,6
144,10811,1,8,"BUNNU",11,"ILLAH",17,1.79769313486232e+308,5,5,"",2,30,3,2,"",5,9,9,5,0,1,0,0.0500000007450581,0.0833333358168602,1,"",1,1,1.79769313486232e+308,3,"",21400,6,8,2,2,2,2,2,1,2,2,2,2,1,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,5,4,2,1,2,2,1,1.79769313486232e+308,1,1,0,0,2,2,2,8,0,1,1,2,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,6
145,10901,1,9,"KOTON KARFE CENTRAL",1,"FSP CLINIC HAUSA QTRS.",1,1.79769313486232e+308,12,8,"PUBLIC HEA",2,36,3,2,"",7,12,13,9,1,1,0,0.0500000007450581,0.0833333358168602,1,"",1,2,3,3,"",38000,6,6,2,2,2,2,2,1,2,1,2,2,2,1.79769313486232e+308,"",0,2,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,4,3,2,1,1,2,2,1.79769313486232e+308,1,2,3,2,1,4,1,40,0,5,2,1,2,1,2,2,"",2,1,1,"",3,3,2,"",1,6
146,10901,1,9,"KOTOKARFI",1,"HAUSA QUARTERS KOTOKAFE",2,1.79769313486232e+308,6,6,"",2,22,3,2,"",4,5,5,5,0,2,1,0.0799999982118607,0.133333325386047,1,"",2,1.79769313486232e+308,1.79769313486232e+308,3,"",8880,6,5,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",0,1.79769313486232e+308,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,0,2,0,2,2,1,26,0,1,1,2,1,1,1,2,"",1.79769313486232e+308,6,6,"COMING LATE TO DUTY",4,4,2,"",1,6
147,10901,1,9,"KOTONKALE H.D. (1)",1,"HAUSA QTRS KOTUNKARTE",3,1.79769313486232e+308,6,6,"",1,24,3,2,"",3,5,9,9,0,1,0,0.0500000007450581,0.0833333358168602,5,"",2,1.79769313486232e+308,1.79769313486232e+308,3,"",9250,7,0,1,1,1.79769313486232e+308,2,2,1,1,2,2,1,2,2,"",4,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,2,2,2,1,2,1,1,1,2,1,2,2,1,2,0,3,13,5,2,2,2,2,1,1.79769313486232e+308,1,4,0,5,2,2,1,46,0,2,1,1,2,1,1,2,"",2,4,4,"",3,3,2,"",1,5
148,10901,1,9,"KOLOKANFE",1,"HAUSA QTRS. KOTOKAIFE",4,1.79769313486232e+308,10,8,"",1,33,3,2,"",4,8,8,8,0,1,0,0.0299999993294477,0.0499999970197678,3,"",1,1,1.79769313486232e+308,3,"",18420,6,6,2,2,2,2,1,1,2,2,2,2,2,2,"",0,2,0,3,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,1.79769313486232e+308,2,2,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,0,0,0,1.79769313486232e+308,3,1,1.79769313486232e+308,0,1.79769313486232e+308,1,2,1,2,1,1,"",1.79769313486232e+308,1,1,"",4,4,2,"",1,6
149,10901,1,9,"KOTONKARFE",1,"HAUSA QTRS KOTONKARFE",5,1.79769313486232e+308,6,6,"",2,26,3,2,"",3,5,10,10,0,1,0,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,3,"",10000,6,3,2,2,2,2,1,1,1,2,2,2,2,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,5,3,1,1,1,2,3,1.79769313486232e+308,1,0,0,1,1,1,1,5,0,1.79769313486232e+308,1,1,2,2,1,2,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,6
150,10901,1,9,"KOTONKARFE",1,"HAUSA QTRS. KOTONKARFE",6,1.79769313486232e+308,3,3,"",2,28,3,2,"",4,8,9,2,0,1,0,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",18700,6,6,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,1,1,1,1,2,2,1,1,2,2,1,1,0,1,5,5,2,1,1,2,3,1.79769313486232e+308,1,0,1,1,2,2,1,120,0,5,2,1,2,2,1,2,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,6
151,10901,1,9,"KOTONKARFE CENTRAL",1,"FSP CLINIC HAUSA",7,1.79769313486232e+308,4,4,"",2,30,3,2,"",6,6,2,1,0,2,0,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,3,"",8000,6,6,1,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,1,1,1,2,2,1,2,2,1,1,3,1,6,5,2,2,1,2,2,1.79769313486232e+308,1,0,2,0,2,1,1,15,0,1,2,1,2,2,2,2,"",2,1,1,"REVEALING PATIENTS",3,3,2,"",1,6
152,10902,1,9,"CHIKARA",2,"CHIKARA, ABUJA LOKOJA RD",8,0,5,5,"",1,32,3,2,"",3,7,7,2,0,2,0,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",18350,3,3,1,1,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,"",0,1,3,2,2,3,0,0,0,3,4,3,3,4,3,2,4,3,2,2,3,0,0,0,2,2,3,0,0,0,0,0,0,"",5,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,3,5,4,2,1,2,2,2,1.79769313486232e+308,1,2,0,2,2,1,1,7,0,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,4,4,"",3,3,2,"",1,9
153,10903,1,9,"TAWARI HEALTH DIST.",3,"TAWARI",9,1.79769313486232e+308,5,5,"",1,35,3,2,"",2,9,23,4,0,1,2,0.100000001490116,0.16666667163372,1,"",1,2,2,3,"",22000,7,7,2,2,2,2,1,1,2,2,1,2,2,1.79769313486232e+308,"",3,1,0,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,"",5,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,7,4,2,1,2,2,2,1.79769313486232e+308,1,1,0,0,2,2,1,2,0,5,1,2,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,5
154,10904,1,9,"KOTONKARFI SOUTH",4,"OKPARATE KOGI LGA",10,1.79769313486232e+308,5,5,"",1,32,3,2,"",3,8,9,4,0,2,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,3,"",18855,6,6,1,2,2,2,2,1,1,1,2,1,1,2,"",2,1,1,1,2,3,1,2,3,2,2,3,1,1,3,0,0,0,1,1,3,0,0,0,3,3,3,1,2,3,1,1,3,"",7,1,2,2,2,1,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,1,2,1,2,0,1,5,2,2,1,2,2,2,1.79769313486232e+308,1,1,0,1,2,1,1,3,0,1,1,2,2,1,1,2,"",1.79769313486232e+308,6,9,"HEALTH CARE WORKER",3,3,2,"",1,6
155,10905,1,9,"KOTONKARFE (1)",5,"PHC OSUKU, KOTONKAREFE",11,1.79769313486232e+308,5,5,"",2,42,3,1,"",2,12,24,4,0,2,8,0.150000005960464,0.25,3,"",1,1,1.79769313486232e+308,3,"",33350,7,2,2,2,2,2,1,1,2,2,1,1,1,2,"",2,1,0,4,8,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6,1,2,2,2,1,2,1,1,2,1,2,1,1,2,0,1,6,3,2,1,2,2,1,1.79769313486232e+308,1,1,1,0,1,6,1,6,0,1,1,1,2,2,2,2,"",1,6,7,"INCOMPETENCE",3,3,2,"",1,5
156,11002,1,10,"ABUGI",2,"PHC ABUGI",2,1.79769313486232e+308,12,8,"PRIN.COM.H",1,42,2,1,"",2,10,11,7,0,1,0,0.0399999991059303,0.0666666626930237,5,"",1,2,3,3,"",29000,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,14,3,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1.79769313486232e+308,3,11,8,1,1,1,2,2,1.79769313486232e+308,1,0,2,0,2,1,1,7,0,3,1,1,2,2,1,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,10
157,11003,1,10,"AGBAJA",3,"PRY LOCAL CLINIC AGBAJA",3,1.79769313486232e+308,12,8,"COMM H./TE",1,45,2,2,"",2,8,20,5,0,1,0,0.0199999995529652,0.0333333313465118,1,"",1,1,1.79769313486232e+308,3,"",25000,2,2,1,2,2,1,2,1,1,2,2,2,2,1.79769313486232e+308,"",0,2,0,4,8,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,"",5,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1.79769313486232e+308,3,12,6,2,1,2,2,2,1.79769313486232e+308,1,0,0,0,2,1,1,3,0,3,1,1,2,2,2,2,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,10
158,11006,1,10,"OWORO DISTRICT",6,"FELELE",4,1.79769313486232e+308,2,2,"",2,47,3,1,"",5,13,16,3,5,1,2,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,3,"",45000,10,1,2,2,2,1,2,1,2,1,2,2,2,2,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1.79769313486232e+308,1,9,4,2,2,1,2,3,1.79769313486232e+308,1,20,0,0,2,2,1,20,2,3,1,1,2,2,2,2,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,2
159,11006,1,10,"OWORO DISTRICT",6,"AGBAJA ROAD LOKOJA",5,1.79769313486232e+308,3,3,"",1,36,3,2,"",7,10,9,6,1,2,2,0.25,0.416666656732559,4,"",1,2,1.79769313486232e+308,3,"",29580,3,2,2,2,2,2,2,1,1,2,2,2,2,2,"",0,2,0,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,1,1,1,1,2,2,2,2,1,1,3,1,22,7,2,1,2,2,2,1.79769313486232e+308,1,5,10,2,2,1,1,10,1,2,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,5,5,"",4,4,2,"",1,9
160,11006,1,10,"OWORO",6,"AGBAJA ROAD LOKOJA",6,1.79769313486232e+308,6,6,"",2,30,2,2,"",3,5,10,4,1,2,5,0,0,3,"",1,1,1.79769313486232e+308,3,"",15000,4,4,1,2,2,2,2,1,2,1,2,2,2,2,"",0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,1,1,1,1,1,1,2,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,1,4,1,2,1,2,2,2,1.79769313486232e+308,1,0,2,0,2,2,1,8,0,1,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,8
